Episode,Steps,Total Reward,Epsilon,TD Error
283,4,-0.81,0.4260150682903063,0.08714622259140015
284,2,-0.72,0.4247370230854354,0.07538410276174545
285,4,-0.96,0.4234628120161791,0.08306511305272579
286,1,-0.75,0.42219242358013054,0.0971670001745224
287,1,-0.75,0.4209258463093902,0.10371562838554382
288,2,-0.72,0.419663068770462,0.10141202807426453
289,1,-0.75,0.4184040795641506,0.09461670368909836
290,1,-0.75,0.41714886732545814,0.07712379842996597
291,1,-0.75,0.41589742072348174,0.08690435439348221
292,1,-0.75,0.4146497284613113,0.0882820263504982
293,1,-0.75,0.41340577927592737,0.07584010064601898
294,1,-0.75,0.41216556193809956,0.08960464596748352
295,3,-0.84,0.41092906525228523,0.0910417412718137
296,1,-0.75,0.40969627805652836,0.08247261494398117
297,1,-0.75,0.40846718922235875,0.09081348776817322
298,3,-0.84,0.40724178765469166,0.08777224024136861
299,1,-0.75,0.4060200622917276,0.06313005834817886
300,1,-0.75,0.4048020021048524,0.08260626345872879
301,2,-0.72,0.40358759609853784,0.08672023564577103
302,1,-0.75,0.4023768333102422,0.1010000929236412
303,1,-0.75,0.4011697028103115,0.12461298704147339
304,1,-0.75,0.3999661937018806,0.09374178946018219
305,1,-0.75,0.39876629512077494,0.1086493730545044
306,1,-0.75,0.3975699962354126,0.09559741616249084
307,1,-0.75,0.3963772862467064,0.10206308215856552
308,3,-0.84,0.39518815438796623,0.09125870714584987
309,1,-0.75,0.3940025899248023,0.08412755280733109
310,1,-0.75,0.3928205821550279,0.10302889347076416
311,1,-0.75,0.39164212040856283,0.06630516052246094
312,4,-0.81,0.39046719404733715,0.08473220281302929
313,1,-0.75,0.38929579246519513,0.08628004789352417
314,1,-0.75,0.38812790508779954,0.09411894530057907
315,1,-0.75,0.38696352137253615,0.10583862662315369
316,2,-0.72,0.38580263080841853,0.09040441364049911
317,1,-0.75,0.3846452229159933,0.09152836352586746
318,3,-0.84,0.3834912872472453,0.08112126588821411
319,2,-0.72,0.3823408133855036,0.07152096927165985
320,1,-0.75,0.38119379094534706,0.07936517894268036
321,1,-0.75,0.380050209572511,0.07366535067558289
322,7,-1.17,0.3789100589437935,0.082195126584598
