Episode,Steps,Total Reward,Epsilon,TD Error
191,1,-0.75,0.5616559911509333,0.15598170459270477
192,5,-0.93,0.5599710231774805,0.12665015906095506
193,2,-0.72,0.5582911101079481,0.14891305565834045
194,2,-0.72,0.5566162367776242,0.14177536964416504
195,1,-0.75,0.5549463880672914,0.15209226310253143
196,8,-1.1400000000000001,0.5532815489030894,0.13135594502091408
197,1,-0.75,0.5516217042563801,0.1458994597196579
198,1,-0.75,0.549966839143611,0.1379082053899765
199,1,-0.75,0.5483169386261801,0.11172779649496078
200,1,-0.75,0.5466719878103016,0.15837782621383667
201,1,-0.75,0.5450319718468707,0.11987628787755966
202,1,-0.75,0.5433968759313301,0.1422678679227829
203,1,-0.75,0.5417666853035361,0.12246983498334885
204,1,-0.75,0.5401413852476254,0.1310180276632309
205,1,-0.75,0.5385209610918825,0.11338364332914352
206,1,-0.75,0.5369053982086068,0.11985921859741211
207,1,-0.75,0.535294682013981,0.12469031661748886
208,1,-0.75,0.5336887979679391,0.1257483959197998
209,1,-0.75,0.5320877315740353,0.1395508050918579
210,1,-0.75,0.5304914683793133,0.14076755940914154
211,1,-0.75,0.5288999939741753,0.15532009303569794
212,3,-0.99,0.5273132939922528,0.13117421170075735
213,1,-0.75,0.525731354110276,0.13550721108913422
214,2,-0.72,0.5241541600479452,0.14215751737356186
215,3,-0.84,0.5225816975678014,0.14443057775497437
216,1,-0.75,0.521013952475098,0.12889865040779114
217,2,-0.72,0.5194509106176727,0.15120013058185577
218,1,-0.75,0.5178925578858197,0.15094828605651855
219,2,-0.87,0.5163388802121622,0.13713665306568146
220,2,-0.87,0.5147898635715258,0.13638657331466675
221,2,-0.72,0.5132454939808112,0.12568524852395058
222,1,-0.75,0.5117057574988688,0.13865606486797333
223,1,-0.75,0.5101706402263723,0.09607402235269547
224,2,-0.72,0.5086401283056932,0.13023102656006813
225,2,-0.87,0.5071142079207761,0.11609884351491928
226,1,-0.75,0.5055928652970137,0.13871240615844727
227,2,-0.72,0.5040760867011227,0.14443836361169815
228,1,-0.75,0.5025638584410194,0.10716178268194199
229,2,-0.87,0.5010561668656963,0.141694076359272
230,3,-0.84,0.49955299836509925,0.13675749550263086
231,1,-0.75,0.49805433937000393,0.15940575301647186
232,1,-0.75,0.4965601763518939,0.1511305421590805
233,1,-0.75,0.49507049582283824,0.13435058295726776
234,1,-0.75,0.49358528433536975,0.11943981796503067
235,1,-0.75,0.49210452848236363,0.14569665491580963
236,1,-0.75,0.49062821489691655,0.14034031331539154
237,2,-0.87,0.4891563302522258,0.14485689997673035
238,1,-0.75,0.48768886126146915,0.13052482903003693
239,1,-0.75,0.48622579467768473,0.1452544629573822
240,1,-0.75,0.4847671172936517,0.12359847873449326
241,4,-0.81,0.4833128159417707,0.14097588136792183
242,1,-0.75,0.4818628774939454,0.14679685235023499
243,1,-0.75,0.48041728886146357,0.14127223193645477
244,1,-0.75,0.4789760369948792,0.12455262988805771
245,1,-0.75,0.47753910888389456,0.1298259198665619
246,8,-0.99,0.4761064915572429,0.13976028095930815
247,2,-0.72,0.4746781720825711,0.11442926153540611
248,1,-0.75,0.4732541375663234,0.149232879281044
249,1,-0.75,0.4718343751536244,0.12368843704462051
250,1,-0.75,0.47041887202816357,0.13397446274757385
251,3,-0.84,0.4690076154120791,0.11621293673912685
252,1,-0.75,0.46760059256584285,0.13159096240997314
253,2,-0.72,0.4661977907881453,0.12695465609431267
254,1,-0.75,0.4647991974157809,0.14981746673583984
255,1,-0.75,0.46340479982353355,0.161873921751976
256,1,-0.75,0.46201458542406293,0.14035962522029877
257,2,-0.87,0.4606285416677907,0.13545458763837814
258,1,-0.75,0.45924665604278736,0.13672098517417908
259,2,-0.87,0.457868916074659,0.15391905605793
260,2,-0.87,0.45649530932643506,0.13521423935890198
261,1,-0.75,0.45512582339845575,0.1361532211303711
262,2,-0.72,0.45376044592826037,0.1384652853012085
263,2,-0.72,0.4523991645904756,0.1493782177567482
264,1,-0.75,0.45104196709670413,0.12441422045230865
265,2,-0.87,0.449688841195414,0.11918585374951363
266,1,-0.75,0.4483397746718278,0.10752587765455246
267,1,-0.75,0.4469947553478123,0.11899077147245407
268,2,-0.72,0.44565377108176885,0.12968116998672485
269,4,-0.81,0.44431680976852356,0.14854158088564873
270,2,-0.72,0.44298385933921797,0.152617447078228
271,2,-0.87,0.4416549077612003,0.13733262941241264
272,1,-0.75,0.4403299430379167,0.1298869103193283
273,1,-0.75,0.43900895320880295,0.12726016342639923
274,1,-0.75,0.43769192634917653,0.14610230922698975
275,4,-0.81,0.436378850570129,0.14666278287768364
276,2,-0.87,0.4350697140184186,0.12195141986012459
277,4,-1.11,0.43376450487636337,0.14086940325796604
278,1,-0.75,0.43246321136173427,0.1293693482875824
279,1,-0.75,0.43116582172764906,0.1353771686553955
280,1,-0.75,0.42987232426246613,0.14016519486904144
281,2,-0.87,0.42858270728967873,0.14536533504724503
282,1,-0.75,0.4272969591678097,0.13876311480998993
283,3,-0.99,0.4260150682903063,0.13594375302394232
284,1,-0.75,0.4247370230854354,0.14262257516384125
285,1,-0.75,0.4234628120161791,0.12800192832946777
286,2,-0.72,0.42219242358013054,0.14404787123203278
